Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês
11,25;2016;30/03/2016;16/02/2016;01/02/16
66,25;2016;07/02/2017;04/03/2016;01/03/16
75,85;2016;10/12/2019;16/02/2016;01/02/16
9;2016;02/08/2017;10/03/2016;01/03/16
22;2016;;05/07/2016;01/07/16
4,5;2016;19/04/2016;29/02/2016;01/02/16
3;2016;21/03/2017;25/02/2016;01/02/16
33;2016;;17/02/2016;01/02/16
9;2016;18/11/2016;15/04/2016;01/04/16
30,77;2016;19/06/2017;14/04/2016;01/04/16
36;2016;02/07/2020;05/12/2016;01/12/16
24;2016;08/12/2016;13/05/2016;01/05/16
3;2016;08/12/2020;04/04/2016;01/04/16
79,05;2016;;10/06/2016;01/06/16
5;2016;13/08/2019;19/08/2016;01/08/16
4,5;2016;;10/05/2016;01/05/16
7,8;2016;06/11/2018;09/03/2016;01/03/16
4;2016;09/12/2016;29/02/2016;01/02/16
4,5;2016;21/09/2017;11/04/2016;01/04/16
157,7;2016;05/12/2017;15/04/2016;01/04/16
27,12;2016;13/08/2019;03/03/2016;01/03/16
46,8;2016;27/09/2018;01/03/2016;01/03/16
68,11;2016;02/05/2017;07/03/2016;01/03/16
36,6;2016;;14/03/2016;01/03/16
13,2;2016;09/08/2016;02/03/2016;01/03/16
23;2016;01/08/2016;29/04/2016;01/04/16
27;2016;07/04/2017;17/03/2016;01/03/16
67,5;2016;;16/03/2016;01/03/16
14;2016;31/08/2016;11/03/2016;01/03/16
20;2016;;23/03/2016;01/03/16
9;2016;31/05/2016;15/04/2016;01/04/16
2;2016;05/09/2016;07/03/2016;01/03/16
19,75;2016;18/05/2016;07/03/2016;01/03/16
77,21;2016;07/10/2016;27/04/2016;01/04/16
4,05;2016;09/08/2016;19/04/2016;01/04/16
45,5;2016;10/04/2017;08/03/2016;01/03/16
22;2016;27/08/2018;04/08/2016;01/08/16
64,4;2016;07/08/2017;10/06/2016;01/06/16
16,8;2016;27/04/2016;15/04/2016;01/04/16
60,58;2016;28/12/2020;18/07/2016;01/07/16
20;2016;06/12/2019;26/04/2016;01/04/16
13,99;2016;15/04/2016;09/03/2016;01/03/16
24,75;2016;02/05/2016;10/03/2016;01/03/16
28,06;2016;01/09/2016;10/03/2016;01/03/16
33,93;2016;10/12/2019;10/03/2016;01/03/16
34,5;2016;25/10/2016;17/05/2016;01/05/16
26,49;2016;06/09/2016;25/04/2016;01/04/16
12;2016;13/10/2016;14/03/2016;01/03/16
9,95;2016;27/03/2017;27/05/2016;01/05/16
81,25;2016;27/10/2017;02/06/2016;01/06/16
3;2016;21/12/2016;19/09/2016;01/09/16
24;2016;23/05/2016;18/03/2016;01/03/16
16,5;2016;31/05/2017;24/05/2016;01/05/16
7;2016;18/09/2017;24/03/2016;01/03/16
490,02;2016;09/07/2020;21/03/2016;01/03/16
60;2016;30/08/2016;19/04/2016;01/04/16
497,04;2016;03/12/2019;12/05/2016;01/05/16
17;2016;29/03/2018;01/07/2016;01/07/16
105,25;2016;24/11/2017;10/06/2016;01/06/16
6;2016;10/04/2017;11/07/2016;01/07/16
10;2016;12/04/2016;23/03/2016;01/03/16
358;2016;09/02/2017;22/04/2016;01/04/16
40;2016;;06/07/2016;01/07/16
417,18;2016;22/12/2020;24/03/2016;01/03/16
64;2016;20/05/2016;24/03/2016;01/03/16
8;2016;09/05/2016;08/04/2016;01/04/16
78,06;2016;10/08/2016;24/03/2016;01/03/16
146,11;2016;02/12/2019;13/06/2016;01/06/16
6,75;2016;10/08/2016;27/05/2016;01/05/16
22,99;2016;19/01/2017;01/09/2016;01/09/16
29;2016;09/05/2016;18/04/2016;01/04/16
7;2016;06/04/2017;30/03/2016;01/03/16
27,75;2016;03/12/2019;30/03/2016;01/03/16
43,75;2016;02/05/2019;23/05/2016;01/05/16
10,61;2016;28/03/2017;20/05/2016;01/05/16
9;2016;06/04/2017;31/03/2016;01/03/16
80,08;2016;05/05/2016;31/03/2016;01/03/16
25;2016;;06/04/2016;01/04/16
18;2016;21/09/2016;06/04/2016;01/04/16
0,3;2016;03/08/2016;23/05/2016;01/05/16
17,5;2016;19/01/2017;01/04/2016;01/04/16
12,75;2016;;22/08/2016;01/08/16
42,42;2016;18/06/2018;20/09/2016;01/09/16
11;2016;14/02/2017;04/04/2016;01/04/16
36;2016;06/09/2016;04/04/2016;01/04/16
24;2016;;05/04/2016;01/04/16
6,25;2016;05/07/2017;05/04/2016;01/04/16
103,74;2016;19/06/2018;05/04/2016;01/04/16
21;2016;04/12/2017;17/06/2016;01/06/16
5,25;2016;05/07/2016;14/04/2016;01/04/16
6,8;2016;08/08/2018;19/09/2016;01/09/16
20;2016;21/02/2017;04/05/2016;01/05/16
7,5;2016;27/06/2016;11/04/2016;01/04/16
25,5;2016;24/11/2017;22/05/2016;01/05/16
116,01;2016;02/12/2019;19/05/2016;01/05/16
453,6;2016;;11/04/2016;01/04/16
346,95;2016;;25/07/2016;01/07/16
200;2016;;12/04/2016;01/04/16
13;2016;26/09/2016;12/04/2016;01/04/16
351,45;2016;17/02/2020;30/06/2016;01/06/16
163,23;2016;10/12/2020;28/04/2016;01/04/16
35;2016;;14/04/2016;01/04/16
88,05;2016;22/08/2017;15/04/2016;01/04/16
11,25;2016;27/10/2016;26/04/2016;01/04/16
31,73;2016;;01/08/2016;01/08/16
54,71;2016;18/07/2017;26/04/2016;01/04/16
87,89;2016;08/03/2017;30/06/2016;01/06/16
223,5;2016;24/01/2018;27/04/2016;01/04/16
446,88;2016;27/04/2017;20/04/2016;01/04/16
156,75;2016;19/02/2018;28/09/2016;01/09/16
87,45;2016;14/08/2019;19/04/2016;01/04/16
21;2016;11/01/2018;19/04/2016;01/04/16
12;2016;01/11/2016;03/05/2016;01/05/16
21,26;2016;17/04/2017;06/07/2016;01/07/16
33,25;2016;01/08/2017;25/04/2016;01/04/16
8,25;2016;23/08/2016;04/05/2016;01/05/16
4,59;2016;;26/04/2016;01/04/16
88,22;2016;09/12/2020;12/09/2016;01/09/16
245;2016;;06/05/2016;01/05/16
15;2016;01/11/2016;29/04/2016;01/04/16
110;2016;30/08/2017;24/05/2016;01/05/16
15;2016;04/09/2018;27/04/2016;01/04/16
3,75;2016;28/09/2016;29/04/2016;01/04/16
9;2016;14/06/2017;07/06/2016;01/06/16
63,75;2016;13/07/2017;07/06/2016;01/06/16
139,5;2016;24/01/2017;01/09/2016;01/09/16
90;2016;01/11/2016;03/05/2016;01/05/16
20,35;2016;09/02/2017;02/05/2016;01/05/16
18;2016;21/09/2016;05/05/2016;01/05/16
6;2016;19/04/2017;03/05/2016;01/05/16
9,85;2016;06/08/2018;03/05/2016;01/05/16
38,25;2016;09/07/2018;21/07/2016;01/07/16
160,85;2016;22/10/2018;06/06/2016;01/06/16
24,75;2016;03/04/2017;11/05/2016;01/05/16
2,25;2016;02/06/2016;13/05/2016;01/05/16
272,71;2016;27/03/2018;06/05/2016;01/05/16
158,18;2016;10/05/2017;08/09/2016;01/09/16
21,6;2016;04/01/2017;06/06/2016;01/06/16
96,6;2016;22/09/2016;04/05/2016;01/05/16
6;2016;;09/05/2016;01/05/16
18;2016;08/08/2016;06/05/2016;01/05/16
28;2016;07/08/2017;05/05/2016;01/05/16
6;2016;17/01/2018;09/05/2016;01/05/16
23,29;2016;27/09/2017;16/05/2016;01/05/16
24,75;2016;15/08/2016;09/05/2016;01/05/16
335,77;2016;;09/05/2016;01/05/16
139,45;2016;02/10/2020;16/05/2016;01/05/16
7;2016;18/09/2017;16/05/2016;01/05/16
0,6;2016;09/12/2016;11/05/2016;01/05/16
4,05;2016;22/12/2016;11/05/2016;01/05/16
217,45;2016;25/02/2019;13/05/2016;01/05/16
7;2016;09/12/2016;23/05/2016;01/05/16
30,5;2016;22/03/2017;07/06/2016;01/06/16
49,43;2016;21/02/2017;08/09/2016;01/09/16
50,1;2016;02/08/2017;16/05/2016;01/05/16
195,5;2016;28/11/2017;16/05/2016;01/05/16
9;2016;09/08/2016;01/06/2016;01/06/16
6,75;2016;;17/05/2016;01/05/16
0,6;2016;14/10/2016;18/05/2016;01/05/16
339;2016;06/02/2017;17/05/2016;01/05/16
21;2016;30/01/2018;23/09/2016;01/09/16
3;2016;27/09/2017;13/06/2016;01/06/16
18;2016;06/12/2016;19/05/2016;01/05/16
23;2016;03/06/2016;19/05/2016;01/05/16
190,2;2016;;19/05/2016;01/05/16
14,58;2016;;27/09/2016;01/09/16
12,15;2016;;23/05/2016;01/05/16
10;2016;;02/06/2016;01/06/16
56,4;2016;19/01/2017;01/09/2016;01/09/16
42;2016;13/10/2016;25/05/2016;01/05/16
9,75;2016;;10/06/2016;01/06/16
22;2016;;05/07/2016;01/07/16
163,09;2016;24/01/2017;01/09/2016;01/09/16
2,25;2016;02/08/2016;16/06/2016;01/06/16
210,92;2016;18/08/2016;15/06/2016;01/06/16
20;2016;;14/07/2016;01/07/16
47,5;2016;08/08/2017;07/06/2016;01/06/16
1,8;2016;13/09/2016;08/07/2016;01/07/16
23,5;2016;18/12/2017;06/06/2016;01/06/16
14,25;2016;14/07/2017;31/05/2016;01/05/16
154,24;2016;;30/05/2016;01/05/16
171,25;2016;;06/06/2016;01/06/16
31,55;2016;05/12/2019;18/08/2016;01/08/16
204,5;2016;16/07/2018;02/06/2016;01/06/16
7;2016;27/10/2017;16/06/2016;01/06/16
88,98;2016;04/01/2018;06/07/2016;01/07/16
78,03;2016;11/07/2017;21/06/2016;01/06/16
10,8;2016;;09/06/2016;01/06/16
12,09;2016;25/08/2016;03/06/2016;01/06/16
32;2016;14/09/2016;10/06/2016;01/06/16
22,5;2016;25/05/2017;03/06/2016;01/06/16
84,3;2016;09/02/2017;10/06/2016;01/06/16
5,25;2016;11/05/2017;27/06/2016;01/06/16
157,44;2016;29/08/2018;13/06/2016;01/06/16
20,5;2016;25/10/2016;22/07/2016;01/07/16
2,25;2016;27/06/2016;13/06/2016;01/06/16
237,03;2016;06/06/2017;08/07/2016;01/07/16
22,28;2016;07/08/2017;07/06/2016;01/06/16
54,75;2016;27/06/2017;07/06/2016;01/06/16
150;2016;;05/07/2016;01/07/16
66,24;2016;20/02/2019;06/07/2016;01/07/16
325;2016;;18/08/2016;01/08/16
12,25;2016;16/10/2018;07/06/2016;01/06/16
57,75;2016;16/09/2016;23/06/2016;01/06/16
372,9;2016;;13/06/2016;01/06/16
64,95;2016;21/02/2018;08/06/2016;01/06/16
24,38;2016;;08/06/2016;01/06/16
12,15;2016;20/03/2017;08/06/2016;01/06/16
9;2016;27/07/2017;22/06/2016;01/06/16
16,6;2016;09/08/2016;20/06/2016;01/06/16
32,58;2016;;27/06/2016;01/06/16
18,25;2016;07/02/2019;16/06/2016;01/06/16
70,65;2016;09/11/2017;04/07/2016;01/07/16
24,3;2016;03/03/2017;15/06/2016;01/06/16
89,5;2016;09/06/2017;08/09/2016;01/09/16
40;2016;;06/07/2016;01/07/16
91,58;2016;;26/07/2016;01/07/16
9;2016;10/11/2016;10/08/2016;01/08/16
28;2016;11/09/2018;15/06/2016;01/06/16
35,22;2016;;29/07/2016;01/07/16
90;2016;08/06/2018;16/06/2016;01/06/16
205,86;2016;;08/07/2016;01/07/16
30;2016;;14/07/2016;01/07/16
7,75;2016;11/11/2016;05/10/2016;01/10/16
4,5;2016;;15/06/2016;01/06/16
4,2;2016;31/08/2016;28/06/2016;01/06/16
4,5;2016;11/07/2016;16/06/2016;01/06/16
91,75;2016;21/02/2017;08/09/2016;01/09/16
85;2016;04/04/2017;03/08/2016;01/08/16
20;2016;02/01/2017;23/09/2016;01/09/16
20,25;2016;19/01/2018;03/08/2016;01/08/16
35;2016;;20/06/2016;01/06/16
104,55;2016;05/04/2017;27/06/2016;01/06/16
68,7;2016;12/12/2017;19/08/2016;01/08/16
33,36;2016;20/06/2018;21/06/2016;01/06/16
28,62;2016;15/12/2020;21/06/2016;01/06/16
17,25;2016;06/01/2017;27/06/2016;01/06/16
66,63;2016;06/06/2017;22/06/2016;01/06/16
251,15;2016;06/06/2017;01/07/2016;01/07/16
15;2016;;22/07/2016;01/07/16
23,91;2016;20/02/2017;20/07/2016;01/07/16
187,64;2016;14/03/2018;22/06/2016;01/06/16
17;2016;29/03/2018;01/07/2016;01/07/16
16,2;2016;20/11/2017;26/08/2016;01/08/16
14,18;2016;;01/08/2016;01/08/16
58,5;2016;21/06/2017;06/10/2016;01/10/16
50,89;2016;26/05/2017;06/07/2016;01/07/16
167,32;2016;04/07/2018;27/06/2016;01/06/16
13;2016;13/11/2017;05/08/2016;01/08/16
18;2016;02/08/2016;27/06/2016;01/06/16
31,82;2016;;19/08/2016;01/08/16
12,25;2016;20/02/2017;19/08/2016;01/08/16
40,5;2016;;28/06/2016;01/06/16
27,72;2016;05/03/2018;28/06/2016;01/06/16
30,46;2016;05/04/2019;05/07/2016;01/07/16
24;2016;20/03/2018;09/08/2016;01/08/16
74,99;2016;04/12/2020;23/09/2016;01/09/16
17;2016;29/03/2018;01/07/2016;01/07/16
82,9;2016;;30/08/2016;01/08/16
103,55;2016;;03/08/2016;01/08/16
29,25;2016;22/02/2017;29/07/2016;01/07/16
14;2016;03/01/2018;05/08/2016;01/08/16
26,25;2016;07/06/2017;04/07/2016;01/07/16
22;2016;;05/07/2016;01/07/16
333,36;2016;12/05/2017;04/07/2016;01/07/16
52;2016;01/11/2016;04/07/2016;01/07/16
29,25;2016;01/10/2019;19/08/2016;01/08/16
30,5;2016;23/01/2017;16/08/2016;01/08/16
72,5;2016;21/12/2017;08/07/2016;01/07/16
24;2016;03/04/2017;06/07/2016;01/07/16
397;2016;27/12/2017;22/08/2016;01/08/16
21;2016;10/07/2018;23/09/2016;01/09/16
58,57;2016;26/09/2017;01/09/2016;01/09/16
190,6;2016;;30/08/2016;01/08/16
9,45;2016;12/12/2016;14/09/2016;01/09/16
3;2016;;05/08/2016;01/08/16
162;2016;18/11/2019;16/09/2016;01/09/16
24,3;2016;03/03/2017;08/09/2016;01/09/16
3;2016;12/09/2017;12/07/2016;01/07/16
3;2016;14/11/2017;25/07/2016;01/07/16
20,7;2016;10/05/2017;08/09/2016;01/09/16
94,1;2016;13/11/2018;26/07/2016;01/07/16
14;2016;22/09/2017;05/08/2016;01/08/16
4,5;2016;23/03/2017;04/08/2016;01/08/16
28,31;2016;;29/07/2016;01/07/16
407,17;2016;17/10/2017;26/07/2016;01/07/16
15;2016;22/09/2017;12/08/2016;01/08/16
32,5;2016;01/02/2017;16/08/2016;01/08/16
81,35;2016;01/06/2020;11/08/2016;01/08/16
12,25;2016;24/10/2016;10/08/2016;01/08/16
197,58;2016;20/02/2017;08/09/2016;01/09/16
56,47;2016;;25/07/2016;01/07/16
419,02;2016;15/08/2017;31/08/2016;01/08/16
6,75;2016;10/11/2016;27/07/2016;01/07/16
9;2016;31/10/2016;27/07/2016;01/07/16
13,77;2016;19/01/2017;01/09/2016;01/09/16
28,97;2016;;29/07/2016;01/07/16
4,5;2016;13/09/2016;28/07/2016;01/07/16
6,75;2016;04/08/2017;09/09/2016;01/09/16
9,6;2016;23/02/2017;03/08/2016;01/08/16
24,3;2016;15/09/2016;29/07/2016;01/07/16
12,08;2016;04/07/2017;29/07/2016;01/07/16
199,08;2016;20/12/2016;29/07/2016;01/07/16
10;2016;04/07/2017;01/08/2016;01/08/16
43;2016;12/08/2016;01/08/2016;01/08/16
469,25;2016;16/07/2019;27/11/2016;01/11/16
133,95;2016;03/06/2020;08/09/2016;01/09/16
448;2016;21/01/2019;24/08/2016;01/08/16
23,25;2016;20/02/2017;08/09/2016;01/09/16
11,6;2016;14/09/2016;03/08/2016;01/08/16
15;2016;08/06/2018;03/08/2016;01/08/16
30;2016;20/12/2016;24/08/2016;01/08/16
30;2016;05/12/2018;06/09/2016;01/09/16
11,25;2016;07/11/2016;03/08/2016;01/08/16
87,81;2016;08/09/2017;22/08/2016;01/08/16
69,95;2016;28/01/2020;28/09/2016;01/09/16
26,25;2016;;04/08/2016;01/08/16
48,75;2016;10/12/2019;08/09/2016;01/09/16
13,5;2016;24/05/2018;05/08/2016;01/08/16
48;2016;09/12/2019;11/08/2016;01/08/16
60,66;2016;19/04/2017;05/08/2016;01/08/16
791;2016;18/04/2018;12/09/2016;01/09/16
137,5;2016;21/06/2017;28/09/2016;01/09/16
16,2;2016;29/03/2018;08/09/2016;01/09/16
20,42;2016;18/07/2017;29/08/2016;01/08/16
153,35;2016;17/09/2019;11/08/2016;01/08/16
103,61;2016;;11/08/2016;01/08/16
8,1;2016;;26/09/2016;01/09/16
779,53;2016;22/01/2019;09/09/2016;01/09/16
22,5;2016;10/08/2017;29/08/2016;01/08/16
55,78;2016;21/06/2017;08/09/2016;01/09/16
13,25;2016;;12/09/2016;01/09/16
19,73;2016;04/06/2019;08/09/2016;01/09/16
321,56;2016;17/03/2017;14/09/2016;01/09/16
196,02;2016;15/03/2017;17/08/2016;01/08/16
6,8;2016;07/08/2018;19/09/2016;01/09/16
15;2016;15/02/2017;18/08/2016;01/08/16
10,1;2016;30/01/2017;14/09/2016;01/09/16
156,42;2016;27/09/2017;24/08/2016;01/08/16
13,75;2016;08/09/2017;25/08/2016;01/08/16
27,09;2016;;22/08/2016;01/08/16
4,4;2016;29/05/2017;25/08/2016;01/08/16
429,31;2016;;24/08/2016;01/08/16
20;2016;05/12/2018;08/09/2016;01/09/16
13;2016;14/12/2016;25/08/2016;01/08/16
12;2016;11/04/2017;08/09/2016;01/09/16
6,45;2016;25/07/2017;04/10/2016;01/10/16
87,9;2016;17/04/2018;01/09/2016;01/09/16
152,79;2016;09/03/2018;01/09/2016;01/09/16
6,12;2016;19/01/2017;02/09/2016;01/09/16
3;2016;24/04/2017;02/09/2016;01/09/16
485,44;2016;;12/09/2016;01/09/16
41,4;2016;01/12/2016;02/09/2016;01/09/16
6,69;2016;07/12/2018;06/09/2016;01/09/16
37;2016;;01/09/2016;01/09/16
76,81;2016;24/02/2017;08/09/2016;01/09/16
33,87;2016;;14/09/2016;01/09/16
384,67;2016;05/09/2017;02/09/2016;01/09/16
13,77;2016;20/02/2017;02/09/2016;01/09/16
12;2016;25/01/2017;02/09/2016;01/09/16
10;2016;03/01/2018;08/09/2016;01/09/16
127,03;2016;;14/09/2016;01/09/16
45;2016;;09/09/2016;01/09/16
14;2016;;05/09/2016;01/09/16
490;2016;;23/09/2016;01/09/16
160,25;2016;23/02/2017;09/09/2016;01/09/16
10;2016;17/05/2017;06/09/2016;01/09/16
845,85;2017;25/10/2017;02/02/2017;01/02/17
28,28;2016;25/09/2017;23/09/2016;01/09/16
4,59;2016;20/02/2017;23/09/2016;01/09/16
106,25;2016;16/11/2017;08/09/2016;01/09/16
491,31;2016;;09/09/2016;01/09/16
6,8;2016;30/07/2018;19/09/2016;01/09/16
19;2016;;09/09/2016;01/09/16
595,72;2016;26/02/2018;05/10/2016;01/10/16
6,8;2016;08/08/2018;19/09/2016;01/09/16
249,41;2016;;12/09/2016;01/09/16
23,75;2016;07/02/2017;12/09/2016;01/09/16
42,34;2016;;12/09/2016;01/09/16
355,56;2016;14/12/2020;12/09/2016;01/09/16
86,25;2016;11/07/2017;12/09/2016;01/09/16
44,15;2016;05/06/2020;12/09/2016;01/09/16
16,25;2016;09/10/2017;29/09/2016;01/09/16
34,75;2016;22/01/2018;14/09/2016;01/09/16
6,8;2016;08/08/2018;19/09/2016;01/09/16
558;2016;19/12/2019;13/09/2016;01/09/16
4,5;2016;11/07/2017;13/09/2016;01/09/16
35;2016;;27/09/2016;01/09/16
28,36;2016;20/12/2017;27/09/2016;01/09/16
35;2016;;27/09/2016;01/09/16
147,15;2019;;14/08/2019;01/08/19
13;2016;09/12/2019;16/09/2016;01/09/16
10,35;2016;19/02/2018;20/09/2016;01/09/16
35,75;2016;15/08/2018;28/09/2016;01/09/16
11;2016;21/02/2017;19/09/2016;01/09/16
6,8;2016;07/08/2018;19/09/2016;01/09/16
56,6;2016;23/08/2017;28/09/2016;01/09/16
27;2016;11/07/2017;23/09/2016;01/09/16
6,8;2016;07/08/2018;20/09/2016;01/09/16
44,85;2016;;23/09/2016;01/09/16
260,84;2016;07/02/2020;28/09/2016;01/09/16
101,31;2016;16/05/2017;21/09/2016;01/09/16
12;2016;25/04/2018;29/09/2016;01/09/16
7,06;2016;05/06/2017;22/09/2016;01/09/16
80,48;2016;24/04/2017;22/09/2016;01/09/16
21,6;2016;;26/09/2016;01/09/16
89,11;2016;21/02/2017;04/10/2016;01/10/16
17,25;2016;;03/10/2016;01/10/16
90,84;2016;23/01/2018;07/10/2016;01/10/16
45,75;2016;22/08/2017;07/10/2016;01/10/16
36,58;2016;06/10/2017;07/10/2016;01/10/16
142;2016;10/12/2019;08/12/2016;01/12/16
10,6;2016;09/12/2016;11/10/2016;01/10/16
81;2016;;11/10/2016;01/10/16
15,5;2016;29/08/2018;11/12/2016;01/12/16
9;2016;16/10/2017;11/10/2016;01/10/16
65;2016;04/12/2019;11/10/2016;01/10/16
76,25;2016;21/12/2020;11/10/2016;01/10/16
408,71;2016;25/08/2017;23/10/2016;01/10/16
38,25;2016;27/11/2018;13/10/2016;01/10/16
45;2016;31/10/2018;13/10/2016;01/10/16
500;2016;;23/10/2016;01/10/16
12,33;2016;18/10/2018;14/10/2016;01/10/16
500;2016;;23/10/2016;01/10/16
500;2016;;23/10/2016;01/10/16
42,08;2017;;02/02/2017;01/02/17
395;2016;06/10/2017;16/10/2016;01/10/16
259,2;2016;;19/10/2016;01/10/16
29,75;2016;23/05/2017;17/10/2016;01/10/16
19,5;2016;03/05/2017;20/10/2016;01/10/16
374;2016;;18/10/2016;01/10/16
12;2017;;21/02/2017;01/02/17
3;2016;03/02/2017;27/12/2016;01/12/16
500;2016;;23/10/2016;01/10/16
26,5;2016;22/06/2017;13/11/2016;01/11/16
10,5;2017;25/03/2019;02/03/2017;01/03/17
95;2016;10/08/2017;31/10/2016;01/10/16
16,08;2016;30/10/2018;26/10/2016;01/10/16
18;2016;09/06/2017;02/11/2016;01/11/16
3;2016;01/08/2017;03/11/2016;01/11/16
490;2016;;03/11/2016;01/11/16
46,41;2016;18/09/2017;03/11/2016;01/11/16
32;2016;;06/11/2016;01/11/16
59,47;2016;30/05/2019;30/10/2016;01/10/16
206,93;2016;27/10/2017;31/10/2016;01/10/16
37,71;2016;03/08/2017;31/10/2016;01/10/16
15,25;2016;29/09/2017;31/10/2016;01/10/16
40;2016;28/11/2017;31/10/2016;01/10/16
9;2016;29/09/2017;31/10/2016;01/10/16
2,25;2016;28/11/2017;31/10/2016;01/10/16
93;2016;28/11/2017;31/10/2016;01/10/16
9,85;2016;26/06/2018;31/10/2016;01/10/16
27;2016;19/04/2018;31/10/2016;01/10/16
446,84;2016;29/04/2019;31/10/2016;01/10/16
15;2016;27/07/2017;02/11/2016;01/11/16
9,75;2016;30/06/2017;03/11/2016;01/11/16
225;2016;;06/11/2016;01/11/16
400;2016;;06/11/2016;01/11/16
167,4;2016;;06/11/2016;01/11/16
20,25;2016;17/04/2017;06/11/2016;01/11/16
23,44;2016;;07/11/2016;01/11/16
9;2016;10/05/2018;07/11/2016;01/11/16
12;2016;29/06/2019;26/10/2016;01/10/16
284;2016;;26/10/2016;01/10/16
212,1;2016;;26/10/2016;01/10/16
66;2016;10/10/2017;03/11/2016;01/11/16
61,25;2016;30/08/2017;06/11/2016;01/11/16
21,75;2016;08/03/2017;06/11/2016;01/11/16
30;2016;27/04/2017;06/11/2016;01/11/16
18;2016;10/01/2017;03/11/2016;01/11/16
30;2016;20/03/2017;03/11/2016;01/11/16
15;2016;14/03/2017;17/11/2016;01/11/16
26,5;2016;;13/11/2016;01/11/16
17,95;2016;04/10/2018;15/11/2016;01/11/16
9;2016;24/08/2017;10/11/2016;01/11/16
61,8;2016;04/09/2018;24/11/2016;01/11/16
13,25;2016;20/02/2017;15/11/2016;01/11/16
84,5;2016;09/02/2018;23/11/2016;01/11/16
477,56;2016;;13/11/2016;01/11/16
9;2016;15/05/2017;16/11/2016;01/11/16
41;2016;;10/11/2016;01/11/16
3;2016;12/05/2017;08/11/2016;01/11/16
132;2016;24/05/2017;08/11/2016;01/11/16
15;2016;05/03/2018;22/11/2016;01/11/16
219;2016;04/09/2018;22/11/2016;01/11/16
24,75;2016;;09/11/2016;01/11/16
7,95;2016;02/05/2018;09/11/2016;01/11/16
470,01;2016;12/09/2018;13/11/2016;01/11/16
260,4;2016;22/05/2017;15/11/2016;01/11/16
24,25;2016;03/03/2017;15/11/2016;01/11/16
0,6;2016;02/08/2017;16/11/2016;01/11/16
615,75;2016;;27/11/2016;01/11/16
13,25;2016;20/02/2017;13/11/2016;01/11/16
69,39;2016;04/09/2017;16/11/2016;01/11/16
11;2016;12/01/2017;22/11/2016;01/11/16
22,65;2016;28/02/2018;24/11/2016;01/11/16
10;2016;17/11/2017;15/11/2016;01/11/16
444,95;2016;07/12/2020;15/11/2016;01/11/16
1000;2016;;27/11/2016;01/11/16
82,11;2016;07/11/2018;24/11/2016;01/11/16
20,41;2016;25/07/2018;20/11/2016;01/11/16
11;2016;11/01/2018;20/11/2016;01/11/16
39,99;2016;11/12/2018;22/11/2016;01/11/16
36;2016;13/04/2018;27/11/2016;01/11/16
280,26;2016;09/12/2019;23/11/2016;01/11/16
500;2016;;23/11/2016;01/11/16
500;2016;;23/11/2016;01/11/16
42,25;2016;27/02/2018;29/11/2016;01/11/16
120;2016;;27/11/2016;01/11/16
261,62;2016;15/05/2019;22/11/2016;01/11/16
17,25;2016;25/06/2018;24/11/2016;01/11/16
613;2016;11/10/2019;27/11/2016;01/11/16
30,09;2016;13/12/2018;24/11/2016;01/11/16
132,75;2016;27/02/2018;29/11/2016;01/11/16
15;2016;27/02/2018;27/11/2016;01/11/16
150;2016;30/08/2018;27/11/2016;01/11/16
84,09;2016;16/01/2018;27/11/2016;01/11/16
117,45;2016;;27/11/2016;01/11/16
28,11;2016;25/11/2019;27/11/2016;01/11/16
11;2016;;27/11/2016;01/11/16
121,5;2016;;01/12/2016;01/12/16
86,77;2016;18/05/2020;27/11/2016;01/11/16
173;2016;21/08/2019;27/11/2016;01/11/16
168;2016;11/05/2020;27/11/2016;01/11/16
341,7;2016;09/12/2019;27/11/2016;01/11/16
102,35;2016;10/12/2019;27/11/2016;01/11/16
290;2016;31/08/2018;27/11/2016;01/11/16
515;2016;;27/11/2016;01/11/16
495,41;2016;10/12/2019;27/11/2016;01/11/16
201,94;2016;26/06/2020;27/11/2016;01/11/16
553,09;2016;14/05/2020;27/11/2016;01/11/16
478,3;2016;10/12/2019;27/11/2016;01/11/16
186,4;2016;03/07/2020;27/11/2016;01/11/16
399,76;2016;21/05/2020;27/11/2016;01/11/16
259,66;2016;26/07/2019;27/11/2016;01/11/16
507,46;2016;26/08/2019;27/11/2016;01/11/16
257,16;2016;22/07/2019;27/11/2016;01/11/16
702;2016;;27/11/2016;01/11/16
381;2016;06/09/2019;27/11/2016;01/11/16
100;2016;;27/11/2016;01/11/16
229,35;2016;05/06/2018;27/11/2016;01/11/16
512,03;2016;11/05/2018;27/11/2016;01/11/16
305;2016;;01/12/2016;01/12/16
450;2016;;29/11/2016;01/11/16
794,03;2016;14/01/2019;28/11/2016;01/11/16
460;2016;;28/11/2016;01/11/16
55,76;2016;22/08/2018;29/11/2016;01/11/16
54;2016;09/03/2018;29/11/2016;01/11/16
329,05;2016;;29/11/2016;01/11/16
256,79;2016;26/02/2018;29/11/2016;01/11/16
12,6;2016;09/03/2018;29/11/2016;01/11/16
37,5;2016;18/10/2018;29/11/2016;01/11/16
23,25;2016;;29/11/2016;01/11/16
35;2016;06/05/2019;01/12/2016;01/12/16
220,73;2016;;29/11/2016;01/11/16
446,37;2016;24/04/2019;30/11/2016;01/11/16
